file,start_time,end_time,RASI_C,RASI_main
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_021500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_021500_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_021500_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_021500_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_231500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_231500_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_231500_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_231500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_231500_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_171500_0-10s.wav,0.0,2.0,1,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_171500_0-10s.wav,2.0,4.0,1,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_171500_0-10s.wav,4.0,6.0,1,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_171500_0-10s.wav,6.0,8.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_171500_0-10s.wav,8.0,10.0,1,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_111500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_111500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_111500_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_111500_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_111500_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_121500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_121500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_121500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_121500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_121500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_071500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_071500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_071500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_071500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_071500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_141500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_141500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_141500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_141500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_141500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_201500_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_201500_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_201500_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_201500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_201500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_011500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_011500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_011500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_011500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_011500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_081500_0-10s.wav,0.0,2.0,1,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_081500_0-10s.wav,2.0,4.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_081500_0-10s.wav,4.0,6.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_081500_0-10s.wav,6.0,8.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_081500_0-10s.wav,8.0,10.0,1,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_181500_0-10s.wav,0.0,2.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_181500_0-10s.wav,2.0,4.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_181500_0-10s.wav,4.0,6.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_181500_0-10s.wav,6.0,8.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_181500_0-10s.wav,8.0,10.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_170000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_170000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_170000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_170000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_170000_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_154500_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_154500_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_154500_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_154500_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_154500_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_083000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_083000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_083000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_083000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_083000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_020000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_020000_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_020000_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_020000_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_020000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_214500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_214500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_214500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_214500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_214500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_230000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_230000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_230000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_134500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_134500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_134500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_134500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_134500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_110000_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_110000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_110000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_110000_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_110000_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_064500_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_064500_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_064500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_064500_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_064500_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_070000_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_070000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_070000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_070000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_070000_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_054500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_054500_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_054500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_120000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_120000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_120000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_120000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_120000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_104500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_104500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_104500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_104500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_104500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_034500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_034500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_034500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_034500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_034500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_200000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_200000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_200000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_200000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_200000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_224500_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_224500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_224500_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_224500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220623_224500_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_010000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_010000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_010000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_010000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_164500_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_164500_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_164500_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_164500_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_164500_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_140000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_140000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_140000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_140000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_140000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_113000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_113000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_113000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_113000_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_113000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_043000_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_043000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_043000_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_043000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_043000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_194500_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_194500_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_194500_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_194500_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_194500_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_173000_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_173000_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_173000_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_173000_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_173000_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_080000_0-10s.wav,0.0,2.0,1,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_080000_0-10s.wav,2.0,4.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_080000_0-10s.wav,4.0,6.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_080000_0-10s.wav,6.0,8.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_080000_0-10s.wav,8.0,10.0,1,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_233000_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_233000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_233000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_233000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_233000_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_023000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_023000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_023000_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_023000_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220625_023000_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_013000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_013000_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_013000_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_013000_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220620_013000_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_203000_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_203000_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_203000_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_203000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220621_203000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_143000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_143000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_143000_0-10s.wav,4.0,6.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_143000_0-10s.wav,6.0,8.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220624_143000_0-10s.wav,8.0,10.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_094500_0-10s.wav,0.0,2.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_094500_0-10s.wav,2.0,4.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_094500_0-10s.wav,4.0,6.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_094500_0-10s.wav,6.0,8.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220626_094500_0-10s.wav,8.0,10.0,0,1
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_180000_0-10s.wav,0.0,2.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_180000_0-10s.wav,2.0,4.0,0,0
../data//Rana sierrae annotated aquatic soundscapes 2022/clips/sine2022a_MSD-0558_20220622_180000_0-10s.wav,4.0,6.0,0,0
